id,Timestamp,city,country,gender,age,educstat,digitools,bestproject,industry,careerstg,worksame,workcity,salary,typework,sitework,datarole,restofrole,sizeteam,ingestion,transform,warehs,orchest,busint,reversetl,dataqual,datacatalog,cloudplat,noncloudplat,generaltools,whatused,useai,hostedntbk,hardware,depwebsite,depwebres,otherfb,spneeds,volunteer,comms,successmethod,employertype
2024406,45568.77222,NA,NotPhils,Male,22,College degree,"edX, Freecodecamp, Kaggle Online course, W3Schools, Youtube bootcamp","One of my best projects in the last six months was developing the backend and managing a MongoDB database for a mobile app. I designed the database, created API endpoints, and worked closely with a partner who built the Flutter front-end. It was a great experience with NoSQL databases and backend services.",Not working,Student/ new grad/ Career break (Skip to General Tools Section),,NA,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Trello, Zoom, MS Teams, Google Meet, Discord, Notion","Python, SQL","Chatgpt, Copilot, Gemini","Kaggle Notebooks, Colab Notebooks, PythonAnywhere Jupyter Notebook",laptop,"No, I just found out now.",,Data Science Philippines,"Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Resource for specific topic",,,
2024423,45571.17986,NA,NotPhils,Male,28,Master's degree,W3Schools,Create a centralized quicksight connecting worldwide AMC databases,"IT, BPO, and Business Services",Professional,Work city different from residence,NA,"250,001 and above",Full-time,Hybrid,Business Analyst,"Management, Business Analyst",4 to 5,Don't know,Don't know,AWS Redshift,Don't know,Quicksight,Don't know,Don't know,Don't know,Amazon Web Services (AWS),Don't know,"Excel, OneDrive, Asana",SQL,Amazon Q,,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",None,Continued learning,"Answer surveys, Joint initiative with other groups, Regularly post content, Co-training/ Training, Volunteer for group initiatives",None,Company website,Multinational employer
2024424,45571.79236,NA,NotPhils,Male,30,College degree,W3Schools,school time table project,Education,Career shifter,Work city same as residence,NA,"15,000 and below",Part-time,Hybrid,Data Analyst,"Data Engineer, Data Analyst, Data Scientist",4 to 5,,Pandas,Big Query,,,,,,,,Excel,"Python, R, SQL","No, I do not use AI currently","Kaggle Notebooks, Colab Notebooks",laptop,"No, I just found out now.","No, I just browsed through.",Data Science Philippines,,,,LinkedIn,Local employer
2024453,45578.42708,NA,NotPhils,Male,21,College degree,"Codecademy, Coursera, Datacamp, Freecodecamp, Google Developers, HackerRank, IBM Skills Gateway, Kaggle Online course, Khan Academy, LeetCode, MicrosoftLearn, Udacity, Udemy, W3Schools","The best project I have completed in the past six months was building a data warehouse for the manufacturing module based on Microsoft's AdventureWorks database. I used SSIS to integrate the data into SQL Server, then performed analysis using SSAS and built reports based on business requirements. The data source was directly connected from the data warehouse to Power BI. After building the dashboards, I published them to Power BI Service.",Data Analyst and Data Engineer Intern at an Agriculture Company,Student/ new grad/ Career break (Skip to General Tools Section),,NA,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Trello, Zoom, MS Teams, Google Meet, Slack, Discord","DAX (Power BI), Python, SQL","Chatgpt, Gemini, Github copilot","Kaggle Notebooks, Colab Notebooks, Replit",laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",None,"Career advancement, Continued learning, Upskill / Skill acquisition","Answer surveys, Regularly post content, Volunteer for group initiatives","To improve communication within the **Data Engineering Pilipinas** Facebook group, consider creating structured discussion threads or posts dedicated to specific topics, such as ""ETL Best Practices,"" ""Data Warehousing,"" or ""Job Opportunities,"" to keep conversations organized and focused. Hosting regular live Q&A sessions or webinars on trending data engineering topics could foster knowledge sharing, while a group repository of useful resources, such as tutorials, articles, and tools, would allow members to easily access information. Encouraging mentorship within the group, where experienced members offer guidance to those just starting out, could strengthen connections and boost learning. Additionally, engaging members through polls to gather feedback or determine areas of interest would ensure that discussions and content stay relevant. Establishing clear guidelines for respectful, concise communication and creating occasional posts for collaborative projects could also enhance engagement and foster a sense of community within the group.",,Local employer
2024461,45579.98333,NA,NotPhils,Female,30,College degree,Youtube bootcamp,SeeYouDoc business review and strategy ,Not working,Career shifter,Work city same as residence,NA,"125,001 to 250, 000",Full-time,100% onsite,Business Analyst,Business Analyst,2 to 3,None,None,None,"None, ","Power BI, Tableau",None,None,None,None,None,"Google sheets, Excel, Google Drive, OneDrive, MS Teams, Slack, Discord","Python, SQL","Chatgpt, Gemini",Databricks Collaborative Notebooks,workstation,"No, I just found out now.","No, I just browsed through.","Community: SPARTA PH, She loves data","Continued learning, Decision to shift, Upskill / Skill acquisition",Answer surveys,Not at the moment,"LinkedIn, My network  - people I know",
2024516,45604.49097,NA,NotPhils,Male,28,Master's degree,"Datacamp, edX",bibliometric analysis in the green bond premium ,Agriculture,Professional,Work city same as residence,NA,"65,001 to 75,000",Full-time,Hybrid,Data Analyst,Academic,4 to 5,"Don't know, None","dbt, Spark","AWS Redshift, Big Query, Snowflake","Don't know, None",Power BI,"Don't know, None",Databand,Datahub,Amazon Web Services (AWS),Apache Spark,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Slack, Discord","Python, R, SQL","Chatgpt, Copilot, Gemini, Perplexity, Github copilot",Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",AI Society,"Career advancement, Continued learning, Upskill / Skill acquisition, Network",Answer surveys,the communication in the group is great so far.,LinkedIn,Multinational employer
2024524,45605.72431,NA,NotPhils,Male,40,College degree,"edX, Udemy",None,Construction,Career shifter,Work city same as residence,NA,"65,001 to 75,000",Full-time,100% onsite,Document Controller,Data Analyst,2 to 3,None,None,None,None,None,None,None,None,None,None,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord",None,Chatgpt,None,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Big Data Analytics PH, Data Analytics Philippines, Datasense Philippines, Digital Analytics Philippines, Eskwelabs Data Science Aral-Aral Group, Project SPARTA","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network",Answer surveys,Regular reminders for new and upcoming events?,My network  - people I know,Multinational employer
2024609,45620.39097,NA,NotPhils,Male,28,Master's degree,"Codecademy, Datacamp",I haven't done any that's related to data,"IT, BPO, and Business Services",Career shifter,Work city same as residence,NA,"250,001 and above",Full-time,Hybrid,Program Manager,Business Analyst,11 to 30,Don't know,Don't know,AWS Redshift,Don't know,QuickSight,Don't know,Don't know,Don't know,Amazon Web Services (AWS),Don't know,"Google sheets, Excel, OneDrive, Slack",SQL,Amazon Q,,laptop,"No, I just found out now.","No, I just browsed through.",,"Career advancement, Continued learning, Upskill / Skill acquisition",Answer surveys,,Gradschool career centre,Multinational employer
2024611,45620.53333,NA,NotPhils,Male,42,College degree,"Datacamp, MicrosoftLearn",Currently have none.,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,NA,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, MS Teams, Google Meet, Slack, Discord",None right now.,"Chatgpt, Not for work.",PythonAnywhere Jupyter Notebook,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",Only DEP right now ,"Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition",Answer surveys,,,Currently not working as IT
2024619,45621.26667,NA,NotPhils,Male,25,College degree,"Coursera, Datacamp, Google Analytics, Google Cloudskills Boost, IBM Skills Gateway, LinkedIn Learning, MicrosoftLearn, Udemy, Youtube bootcamp",Data analysis capstone with google,"IT, BPO, and Business Services",Freelance,Work city same as residence,NA,"15,001 to 25,000",Full-time,Hybrid,Business Analyst,"Management, Academic",2 to 3,None,Dataform,None,None,Power BI,None,None,None,Google Cloud Platform (GCP),None,"Google sheets, Excel, Google Drive, MS Teams, Google Meet","M language (Power Query), VBA","Chatgpt, Copilot, Gemini",,laptop,"No, I just found out now.",,None,"Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition","Answer surveys, Coordinate during events",,"LinkedIn, Fiverr",Multinational employer
2024637,45622.8,NA,NotPhils,Female,23,College degree,"edX, Google Developers, Khan Academy, Udacity, Youtube bootcamp",Build a marketing strategy for a small business ,Not working,Career shifter,Work city different from residence,NA,"15,000 and below",Full-time,Mostly work from home/ fully remote,Management,Management,1 - Just me,Don't know,Don't know,None,None,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,"Excel, Google Drive, OneDrive, Zoom, Google Meet, Discord","Appscript (Google), Typescript","Chatgpt, Amazon Q",Code Ocean,laptop,"No, I just found out now.","Yes, I have used at least one resource.",None,"Career advancement, Upskill / Skill acquisition",Volunteer to speak in events,I don't have anything right now,"LinkedIn, Indeed",Local employer
2024648,45623.54306,NA,NotPhils,Male,33,College degree,Datacamp,None,Mining,Upskilling,Work city different from residence,NA,"95,001 to 100,000",Full-time,100% onsite,Geologist,"Data Analyst, Geologist",2 to 3,None,None,None,None,None,,None,None,None,None,"Google sheets, Excel, Dropbox, Google Drive, Zoom, MS Teams, Google Meet",,"No, I do not use AI currently",,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",None,"Continued learning, Upskill / Skill acquisition",Answer surveys,"Create group chat maybe, for more personal communications",LinkedIn,Multinational employer
2024652,45623.67431,NA,NotPhils,Male,22,Master's degree,"Datacamp, HackerRank, LinkedIn Learning, MicrosoftLearn",One web application that use IA algorithm to predict credit risk for banks,"IT, BPO, and Business Services",Student/ new grad/ Career break (Skip to General Tools Section),,NA,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, Slack","DAX (Power BI), Python, SQL",Chatgpt,"Kaggle Notebooks, Colab Notebooks",laptop,"No, I just found out now.","No, I just browsed through.",,"Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Lead a study group, Volunteer to speak in events",No,,Intern
2024688,45626.31806,NA,NotPhils,Female,24,College degree,"Coursera, Datacamp, Google Analytics, IBM Skills Gateway, Kaggle Online course, LinkedIn Learning, Udacity, Udemy, W3Schools, Youtube bootcamp",Power bi dashboard ,Real estate development ,Career shifter,Work city same as residence,NA,"15,000 and below",Full-time,100% onsite,Business Analyst,"Data Analyst, Business Analyst",4 to 5,Oracle,Don't know,Snowflake,Don't know,"Power BI, Tableau",None,Don't know,Don't know,"Microsoft Azure, Snowflake",Don't know,"Google sheets, Excel, Google Drive, OneDrive, Asana, Trello, Zoom, MS Teams, Google Meet, Discord","DAX (Power BI), M language (Power Query), R, SQL","Chatgpt, Copilot, Gemini","Kaggle Notebooks, Colab Notebooks",laptop,"No, I just found out now.","No, I just browsed through.",Analytics Association of the Philippines,"Career advancement, Continued learning, Upskill / Skill acquisition, Network","Joint initiative with other groups, Resource for specific topic, Volunteer for group initiatives",Try to enhance the technical skills as much as possible ,"LinkedIn, My network  - people I know",Local employer
